,article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
4015,473954008,473954,OP Cheeky hipster 2p,-1,Unknown,Unknown,1010016,Solid,9,Black,4,Dark,5,Black,1339,Clean Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Microfibre hipster briefs with a low waist, lined gusset, wide sides and cutaway coverage at the back."
4210,479167001,479167,Stevie strapless superpush,306,Bra,Underwear,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Bra in soft microfibre with underwired, moulded, thickly padded cups to maximise the bust and create a fuller cleavage. Detachable, adjustable shoulder straps and a silicone trim at the back to hold the bra in place. Wide hook-and-eye fastening at the back."
4745,486639003,486639,Jackie brief 2pk HR LS,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Shaping briefs in microfibre with a lined gusset, high waist with a laser-cut edge, and wide lace trims at the hems. Light shaping effect on the waist, hips and bum."
4856,487722001,487722,Charlotte Body Push Melbourne,283,Underwear body,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Lace push-up body with underwired, moulded, padded cups for a larger bust and fuller cleavage, and a string at the back. Narrow, adjustable shoulder straps, an opening with a hook-and-eye fastening at the back and a lined gusset with concealed press-studs."
5054,489435002,489435,Riri sandalina,91,Sandals,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Sandals with open sides and toes and crossover straps at the front. Imitation leather insoles.
5216,492897001,492897,Alba Push-Up Biker HW FS,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Bikers in jersey with a firm shaping effect on the tummy and thighs and a push-up effect on the bum. High waist and a lined gusset. The bikers are designed with the minimum number of seams for a seamless, comfortable feel against the skin."
5217,492897002,492897,Alba Push-Up Biker HW FS,286,Underwear bottom,Underwear,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Bikers in jersey with a firm shaping effect on the tummy and thighs and a push-up effect on the bum. High waist and a lined gusset. The bikers are designed with the minimum number of seams for a seamless, comfortable feel against the skin."
6127,502224001,502224,Duffy,87,Boots,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Warm-lined Chelsea boots with elastic gores in the sides and a loop at the back. Faux fur linings, imitation leather insoles and chunky thermoplastic rubber (TPR) soles. Heel 3.5 cm."
6144,502522001,502522,Marc dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Short dress in cotton jersey with long sleeves.
6292,504154027,504154,Lady Di,252,Sweater,Garment Upper body,1010016,Solid,11,Off White,1,Dusty Light,9,White,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Wide, long-sleeved jumper in a soft, rib knit containing some wool."
6293,504154033,504154,Lady Di,252,Sweater,Garment Upper body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Wide, long-sleeved jumper in a soft, rib knit containing some wool."
6295,504154037,504154,Lady Di,252,Sweater,Garment Upper body,1010010,Melange,7,Grey,2,Medium Dusty,12,Grey,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Wide, long-sleeved jumper in a soft, rib knit containing some wool."
6458,506098007,506098,Liza Push Melbourne 2pk,306,Bra,Underwear,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Push-up bras in microfibre with mesh details. Underwired, padded cups for a larger bust and fuller cleavage, adjustable shoulder straps and a hook-and-eye fastening at the back."
6461,506110001,506110,Coated Leggings,273,Leggings/Tights,Garment Lower body,1010026,Other structure,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Leggings in jersey with a sheen. Elasticated waist.
6474,506166050,506166,Maja  SS,255,T-shirt,Garment Upper body,1010001,All over pattern,13,Beige,2,Medium Dusty,11,Beige,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,Short-sleeved jersey top.
6477,506166058,506166,HM+ Maja  SS tee,255,T-shirt,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,-1,Unknown,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,Short-sleeved jersey top.
6632,507883009,507883,Ellen Thong (Malva) L 3pk,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1339,Clean Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear",
6634,507883014,507883,Ellen Thong (Malva) L 3pk,286,Underwear bottom,Underwear,1010010,Melange,8,Dark Grey,2,Medium Dusty,12,Grey,1339,Clean Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear",
6641,507909001,507909,Rebecca or Delphine shirt,259,Shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Gently tailored shirt in a stretch cotton blend with a turn-down collar, V-neck, buttons down the front and buttoned cuffs."
6643,507909003,507909,Rebecca or Delphine shirt,259,Shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Gently tailored shirt in a stretch cotton blend with a turn-down collar, V-neck, buttons down the front and buttoned cuffs."
6658,507910001,507910,Isabella,259,Shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Fitted shirt in a stretch weave made from a cotton blend with a collar and concealed buttons down the front. Chest pocket, long sleeves with buttoned cuffs, and a gently rounded hem."
7383,513373008,513373,Hepburn top,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Satin top with a V-neck, lace trim at the top and narrow, adjustable shoulder straps."
7638,516000001,516000,Agnes LS R-neck,255,T-shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,Fitted top in stretch jersey with a round neck and long sleeves.
7662,516000087,516000,ESSENTIAL AGNES,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted top in stretch jersey with a round neck and long sleeves.
7724,516859007,516859,James basic hip belt (1),67,Belt,Accessories,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,3509,Belts,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Belt in embossed imitation leather with a metal buckle. Width 3 cm.
7725,516859008,516859,James basic hip belt,67,Belt,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3509,Belts,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Belt in embossed imitation leather with a metal buckle. Width 3 cm.
7838,517762001,517762,Mary DTP,92,Heeled sandals,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3528,Heels,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Sandals in imitation suede with straps over the foot and ribbed elastic around the heel. Imitation leather linings and insoles and rubber soles. Covered block heels, 6.5 cm."
8644,524825011,524825,Latte slacks (1),272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Trousers in a stretch weave with a fly with a hook-and-eye fastener, a regular waist, side pockets and tapered legs."
8645,524825012,524825,Latte slacks (1),272,Trousers,Garment Lower body,1010010,Melange,43,Dark Red,4,Dark,18,Red,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Trousers in a stretch weave with a fly with a hook-and-eye fastener, a regular waist, side pockets and tapered legs."
8646,524825013,524825,Latte slacks (1),272,Trousers,Garment Lower body,1010004,Check,10,White,3,Light,9,White,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Trousers in a stretch weave with a fly with a hook-and-eye fastener, a regular waist, side pockets and tapered legs."
8647,524825014,524825,Latte slacks (1),272,Trousers,Garment Lower body,1010010,Melange,73,Dark Blue,7,Medium,2,Blue,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Trousers in a stretch weave with a fly with a hook-and-eye fastener, a regular waist, side pockets and tapered legs."
9059,529008026,529008,Hazelnut Push Melbourne,306,Bra,Underwear,1010021,Lace,43,Dark Red,7,Medium,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Lace push-up bra with underwired, moulded, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes."
9065,529008045,529008,Hazelnut Push Melbourne,306,Bra,Underwear,1010016,Solid,42,Red,7,Medium,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Lace push-up bra with underwired, moulded, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes."
9074,529012025,529012,Hazelnut Brazilian Acacia Low,286,Underwear bottom,Underwear,1010021,Lace,43,Dark Red,7,Medium,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Lace Brazilian briefs with a low waist, lined gusset, wide sides and half-string back."
9315,532578010,532578,Annette,252,Sweater,Garment Upper body,1010020,Contrast,72,Blue,1,Dusty Light,2,Blue,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Jumper in a soft, loose knit with a V-neck, long raglan sleeves and roll edges at the cuffs and hem. Longer at the back."
9617,534181002,534181,Femme (1),263,Coat,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Fitted coat in a soft, felted wool blend with notch lapels and concealed press-studs down the front. Detachable tie belt at the waist, pockets in the side seams and a single back vent. Lined."
9619,534181005,534181,Femme (1),263,Coat,Garment Upper body,1010010,Melange,12,Light Beige,1,Dusty Light,11,Beige,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Fitted coat in a soft, felted wool blend with notch lapels and concealed press-studs down the front. Detachable tie belt at the waist, pockets in the side seams and a single back vent. Lined."
9625,534181011,534181,Femme (1),263,Coat,Garment Upper body,1010013,Other pattern,11,Off White,1,Dusty Light,-1,Unknown,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Fitted coat in a soft, felted wool blend with notch lapels and concealed press-studs down the front. Detachable tie belt at the waist, pockets in the side seams and a single back vent. Lined."
9773,536139006,536139,Alex Jogger (J),296,Pyjama bottom,Nightwear,1010016,Solid,9,Black,4,Dark,5,Black,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear",Pyjama bottoms in lightweight fabric with an elasticated drawstring waist and tapered legs with ribbed hems.
9776,536139010,536139,Alex Trs (J),296,Pyjama bottom,Nightwear,1010027,Neps,6,Light Grey,1,Dusty Light,12,Grey,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear",Pyjama bottoms in lightweight fabric with an elasticated drawstring waist and tapered legs with ribbed hems.
9778,536139012,536139,Alex Trs (J),296,Pyjama bottom,Nightwear,1010010,Melange,51,Light Pink,1,Dusty Light,4,Pink,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear",Pyjama bottoms in lightweight fabric with an elasticated drawstring waist and tapered legs with ribbed hems.
9916,537116001,537116,Tara turtleneck top,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Fitted, long-sleeved, polo-neck top in soft jersey."
9917,537116004,537116,Tara turtleneck top,252,Sweater,Garment Upper body,1010016,Solid,11,Off White,1,Dusty Light,9,White,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Fitted, long-sleeved, polo-neck top in soft jersey."
9930,537346013,537346,Ridge,252,Sweater,Garment Upper body,1010010,Melange,8,Dark Grey,2,Medium Dusty,12,Grey,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Oversized jumper in a soft knit with a deep V-neck, long raglan sleeves and ribbing around the neckline, cuffs and hem."
9934,537346022,537346,Ridge,252,Sweater,Garment Upper body,1010010,Melange,9,Black,4,Dark,12,Grey,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Oversized jumper in a soft knit with a deep V-neck, long raglan sleeves and ribbing around the neckline, cuffs and hem."
9935,537346024,537346,Ridge,252,Sweater,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Oversized jumper in a soft knit with a deep V-neck, long raglan sleeves and ribbing around the neckline, cuffs and hem."
9936,537346026,537346,Ridge,252,Sweater,Garment Upper body,1010010,Melange,72,Blue,2,Medium Dusty,2,Blue,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Oversized jumper in a soft knit with a deep V-neck, long raglan sleeves and ribbing around the neckline, cuffs and hem."
9990,537688010,537688,Rachel,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,Long polo-neck jumper in a soft knit with long raglan sleeves and ribbing at the cuffs and hem.
9992,537688014,537688,Rachel,252,Sweater,Garment Upper body,1010010,Melange,8,Dark Grey,4,Dark,12,Grey,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,Long polo-neck jumper in a soft knit with long raglan sleeves and ribbing at the cuffs and hem.
9993,537688015,537688,Rachel,252,Sweater,Garment Upper body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,Long polo-neck jumper in a soft knit with long raglan sleeves and ribbing at the cuffs and hem.
9998,537732001,537732,Dita dress,285,Underdress,Underwear,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Microfibre slip with narrow, adjustable shoulder straps."
10109,538699001,538699,V-neck strap top,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Jersey top with a V-neck and narrow shoulder straps.
10111,538699007,538699,V-neck strap top,253,Vest top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Jersey top with a V-neck and narrow shoulder straps.
10648,542402001,542402,Control Lt 40 den 2p Tights,304,Underwear Tights,Socks & Tights,1010016,Solid,9,Black,4,Dark,5,Black,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,40 denier tights with reinforcement at the top for a light shaping effect on the tummy.
10666,542464001,542464,Buckle Up Triangle Top,298,Bikini top,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Triangle bikini top with decorative straps at the hem, lined cups, wide, adjustable shoulder straps and a plastic fastening at the back."
10669,542464004,542464,Buckle Up Triangle Top,298,Bikini top,Swimwear,1010001,All over pattern,13,Beige,2,Medium Dusty,11,Beige,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Triangle bikini top with decorative straps at the hem, lined cups, wide, adjustable shoulder straps and a plastic fastening at the back."
11201,546406001,546406,Rexona mini skirt,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1414,Skirt,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1012,Skirts,Short skirt in a stretch weave with a concealed zip and a slit at the back. Lined.
11305,547058001,547058,OL AKIRA PQ,87,Boots,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Chelsea boots in grained leather with elastic gores in the sides and a loop at the back. Leather linings and insoles and rubber soles. Heel 3.5 cm.
